0;-0.013631
0.001;-0.013467
0.002;-0.013631
0.003;-0.012481
0.004;-0.011494
0.005;-0.011823
0.006;-0.011988
0.007;-0.01281
0.008;-0.013796
0.009;-0.014453
0.01;-0.014453
0.011;-0.014289
0.012;-0.014947
0.013;-0.016097
0.014;-0.014289
0.015;-0.014618
0.016;-0.014289
0.017;-0.014947
0.018;-0.013303
0.019;-0.01396
0.02;-0.012974
0.021;-0.01133
0.022;-0.012316
0.023;-0.01281
0.024;-0.013467
0.025;-0.012481
0.026;-0.014125
0.027;-0.014125
0.028;-0.013796
0.029;-0.014782
0.03;-0.013631
0.031;-0.012645
0.032;-0.013796
0.033;-0.01281
0.034;-0.013138
0.035;-0.01281
0.036;-0.012152
0.037;-0.011494
0.038;-0.01133
0.039;-0.012645
0.04;-0.012645
0.041;-0.013796
0.042;-0.012645
0.043;-0.01396
0.044;-0.01396
0.045;-0.014782
0.046;-0.014947
0.047;-0.014618
0.048;-0.013796
0.049;-0.015111
0.05;-0.013631
0.051;-0.014125
0.052;-0.013467
0.053;-0.011494
0.054;-0.011166
0.055;-0.010179
0.056;-0.013303
0.057;-0.011823
0.058;-0.01396
0.059;-0.014618
0.06;-0.015604
0.061;-0.014618
0.062;-0.01544
0.063;-0.014782
0.064;-0.016097
0.065;-0.014618
0.066;-0.014289
0.067;-0.013138
0.068;-0.01281
0.069;-0.01133
0.07;-0.010508
0.071;-0.010015
0.072;-0.009851
0.073;-0.010508
0.074;-0.011166
0.075;-0.010015
0.076;-0.011494
0.077;-0.011001
0.078;-0.010673
0.079;-0.011494
0.08;-0.010837
0.081;-0.010508
0.082;-0.009357
0.083;-0.009522
0.084;-0.009029
0.085;-0.007549
0.086;-0.007549
0.087;-0.00607
0.088;-0.006234
0.089;-0.005576
0.09;-0.007056
0.091;-0.006727
0.092;-0.007878
0.093;-0.006398
0.094;-0.006727
0.095;-0.007549
0.096;-0.006563
0.097;-0.00722
0.098;-0.007549
0.099;-0.005576
0.1;-0.004097
0.101;-0.003933
0.102;-0.002782
0.103;-0.002617
0.104;-0.001138
0.105;0.000506
0.106;0.000342
0.107;-0.00048
0.108;0.000835
0.109;-0.001138
0.11;1.27E-05
0.111;-0.00048
0.112;0.000177
0.113;0.00067
0.114;0.002479
0.115;0.002479
0.116;0.003794
0.117;0.002807
0.118;0.005602
0.119;0.006259
0.12;0.007739
0.121;0.009712
0.122;0.009218
0.123;0.008561
0.124;0.009218
0.125;0.009712
0.126;0.009218
0.127;0.007739
0.128;0.008232
0.129;0.008397
0.13;0.008068
0.131;0.008561
0.132;0.008068
0.133;0.009383
0.134;0.010534
0.135;0.008725
0.136;0.009876
0.137;0.01004
0.138;0.009383
0.139;0.007575
0.14;0.00741
0.141;0.006424
0.142;0.005602
0.143;0.002972
0.144;0.003794
0.145;0.003465
0.146;0.00215
0.147;0.002807
0.148;0.000835
0.149;0.000342
0.15;0.001328
0.151;0.000999
0.152;0.001328
0.153;0.002807
0.154;0.001985
0.155;0.00215
0.156;0.000835
0.157;1.27E-05
0.158;-0.002124
0.159;-0.002289
0.16;-0.003933
0.161;-0.003768
0.162;-0.00607
0.163;-0.006398
0.164;-0.004755
0.165;-0.003111
0.166;-0.005576
0.167;-0.005905
0.168;-0.004755
0.169;-0.004426
0.17;-0.004755
0.171;-0.00459
0.172;-0.005741
0.173;-0.00722
0.174;-0.007056
0.175;-0.009522
0.176;-0.008864
0.177;-0.010015
0.178;-0.010015
0.179;-0.010508
0.18;-0.012152
0.181;-0.011494
0.182;-0.01133
0.183;-0.010673
0.184;-0.011166
0.185;-0.009851
0.186;-0.010015
0.187;-0.009029
0.188;-0.008864
0.189;-0.010508
0.19;-0.011166
0.191;-0.010837
0.192;-0.012316
0.193;-0.014125
0.194;-0.013796
0.195;-0.014782
0.196;-0.014947
0.197;-0.014125
0.198;-0.013138
0.199;-0.012974
0.2;-0.014782
0.201;-0.01396
0.202;-0.012645
0.203;-0.011988
0.204;-0.011823
0.205;-0.011659
0.206;-0.012316
0.207;-0.013138
0.208;-0.013631
0.209;-0.014453
0.21;-0.015604
0.211;-0.01544
0.212;-0.016426
0.213;-0.015604
0.214;-0.016262
0.215;-0.016919
0.216;-0.016919
0.217;-0.016426
0.218;-0.014289
0.219;-0.01544
0.22;-0.015769
0.221;-0.015604
0.222;-0.017577
0.223;-0.017906
0.224;-0.017741
0.225;-0.019221
0.226;-0.020865
0.227;-0.022015
0.228;-0.022508
0.229;-0.023824
0.23;-0.026289
0.231;-0.027769
0.232;-0.030892
0.233;-0.030728
0.234;-0.033687
0.235;-0.035002
0.236;-0.03681
0.237;-0.037468
0.238;-0.039276
0.239;-0.042071
0.24;-0.044372
0.241;-0.044208
0.242;-0.04618
0.243;-0.046838
0.244;-0.047824
0.245;-0.047002
0.246;-0.042728
0.247;-0.038947
0.248;-0.035002
0.249;-0.02892
0.25;-0.021522
0.251;-0.011988
0.252;-0.003439
0.253;0.009383
0.254;0.019575
0.255;0.030425
0.256;0.042918
0.257;0.055905
0.258;0.068563
0.259;0.079905
0.26;0.092892
0.261;0.102755
0.262;0.11755
0.263;0.129715
0.264;0.142044
0.265;0.152894
0.266;0.161935
0.267;0.169497
0.268;0.178538
0.269;0.181004
0.27;0.182648
0.271;0.181497
0.272;0.174264
0.273;0.164237
0.274;0.149771
0.275;0.136291
0.276;0.117715
0.277;0.104564
0.278;0.088947
0.279;0.075796
0.28;0.065111
0.281;0.051959
0.282;0.044891
0.283;0.036343
0.284;0.027794
0.285;0.022041
0.286;0.014972
0.287;0.009876
0.288;0.00478
0.289;-0.001138
0.29;-0.005412
0.291;-0.008207
0.292;-0.011988
0.293;-0.01396
0.294;-0.016097
0.295;-0.018728
0.296;-0.0207
0.297;-0.019714
0.298;-0.023002
0.299;-0.021029
0.3;-0.020207
0.301;-0.020865
0.302;-0.020207
0.303;-0.019878
0.304;-0.016262
0.305;-0.01659
0.306;-0.016426
0.307;-0.01544
0.308;-0.01544
0.309;-0.011494
0.31;-0.012645
0.311;-0.011166
0.312;-0.010179
0.313;-0.007385
0.314;-0.004755
0.315;-0.004261
0.316;-0.002946
0.317;-0.002453
0.318;-0.002124
0.319;0.000177
0.32;0.000506
0.321;0.001821
0.322;0.000999
0.323;-0.000152
0.324;-0.000645
0.325;-0.001302
0.326;-0.002124
0.327;-0.003111
0.328;-0.003275
0.329;-0.002946
0.33;-0.00459
0.331;-0.005248
0.332;-0.00459
0.333;-0.00459
0.334;-0.005248
0.335;-0.00459
0.336;-0.003439
0.337;-0.00196
0.338;-0.001796
0.339;-0.003439
0.34;-0.00459
0.341;-0.005905
0.342;-0.004919
0.343;-0.00722
0.344;-0.006563
0.345;-0.006892
0.346;-0.00607
0.347;-0.00607
0.348;-0.006563
0.349;-0.005083
0.35;-0.004426
0.351;-0.003439
0.352;-0.003604
0.353;-0.002617
0.354;-0.002124
0.355;-0.001467
0.356;-0.002782
0.357;-0.003111
0.358;-0.003111
0.359;-0.003111
0.36;-0.003275
0.361;-0.003275
0.362;-0.003111
0.363;-0.002289
0.364;-0.002782
0.365;-0.002289
0.366;-0.001631
0.367;-0.000809
0.368;0.000177
0.369;0.001328
0.37;0.002643
0.371;0.002972
0.372;0.002972
0.373;0.002807
0.374;0.002479
0.375;0.001985
0.376;0.002643
0.377;0.00215
0.378;0.003794
0.379;0.002314
0.38;0.002807
0.381;0.00478
0.382;0.005273
0.383;0.006917
0.384;0.007739
0.385;0.008232
0.386;0.009383
0.387;0.011027
0.388;0.012013
0.389;0.011356
0.39;0.01152
0.391;0.011191
0.392;0.010862
0.393;0.011191
0.394;0.012835
0.395;0.011684
0.396;0.012671
0.397;0.014808
0.398;0.014479
0.399;0.016123
0.4;0.017438
0.401;0.018424
0.402;0.018095
0.403;0.020397
0.404;0.022205
0.405;0.022041
0.406;0.022698
0.407;0.021712
0.408;0.021548
0.409;0.022698
0.41;0.024178
0.411;0.02352
0.412;0.023685
0.413;0.024507
0.414;0.025986
0.415;0.026972
0.416;0.028452
0.417;0.029109
0.418;0.030753
0.419;0.031575
0.42;0.032397
0.421;0.034863
0.422;0.034699
0.423;0.036178
0.424;0.036178
0.425;0.035521
0.426;0.035521
0.427;0.035685
0.428;0.035685
0.429;0.036836
0.43;0.037658
0.431;0.039302
0.432;0.040781
0.433;0.041603
0.434;0.043904
0.435;0.04522
0.436;0.04637
0.437;0.047028
0.438;0.049
0.439;0.048836
0.44;0.048836
0.441;0.050151
0.442;0.049165
0.443;0.049494
0.444;0.049822
0.445;0.051302
0.446;0.051138
0.447;0.052946
0.448;0.053932
0.449;0.054754
0.45;0.056562
0.451;0.058864
0.452;0.059521
0.453;0.060836
0.454;0.061658
0.455;0.061823
0.456;0.061987
0.457;0.061823
0.458;0.062973
0.459;0.062152
0.46;0.063138
0.461;0.063467
0.462;0.063138
0.463;0.065768
0.464;0.066261
0.465;0.06659
0.466;0.06807
0.467;0.069549
0.468;0.070864
0.469;0.070864
0.47;0.073494
0.471;0.073166
0.472;0.073987
0.473;0.073001
0.474;0.073166
0.475;0.07185
0.476;0.071028
0.477;0.071193
0.478;0.071193
0.479;0.072179
0.48;0.070864
0.481;0.071686
0.482;0.07185
0.483;0.072837
0.484;0.072179
0.485;0.072672
0.486;0.072179
0.487;0.073001
0.488;0.07185
0.489;0.07185
0.49;0.0707
0.491;0.069549
0.492;0.067905
0.493;0.066919
0.494;0.06396
0.495;0.064617
0.496;0.063302
0.497;0.061658
0.498;0.061165
0.499;0.061001
0.5;0.060014
0.501;0.059028
0.502;0.05722
0.503;0.057877
0.504;0.056398
0.505;0.056891
0.506;0.053275
0.507;0.051138
0.508;0.05048
0.509;0.046535
0.51;0.045548
0.511;0.044562
0.512;0.043904
0.513;0.042918
0.514;0.041603
0.515;0.039137
0.516;0.038315
0.517;0.037986
0.518;0.036836
0.519;0.036507
0.52;0.036343
0.521;0.034863
0.522;0.032562
0.523;0.03174
0.524;0.029767
0.525;0.027959
0.526;0.025822
0.527;0.023356
0.528;0.023685
0.529;0.021876
0.53;0.021054
0.531;0.020561
0.532;0.019739
0.533;0.019575
0.534;0.017438
0.535;0.017931
0.536;0.016287
0.537;0.014808
0.538;0.015465
0.539;0.012999
0.54;0.012013
0.541;0.010369
0.542;0.011356
0.543;0.009054
0.544;0.00741
0.545;0.005602
0.546;0.004616
0.547;0.005602
0.548;0.003629
0.549;0.003629
0.55;0.003958
0.551;0.002479
0.552;0.002479
0.553;0.00215
0.554;0.000506
0.555;0.001492
0.556;-0.000645
0.557;-0.001302
0.558;-0.001796
0.559;-0.004097
0.56;-0.004097
0.561;-0.006727
0.562;-0.004261
0.563;-0.005741
0.564;-0.00607
0.565;-0.006563
0.566;-0.007385
0.567;-0.006234
0.568;-0.006234
0.569;-0.007385
0.57;-0.00722
0.571;-0.008535
0.572;-0.006563
0.573;-0.007878
0.574;-0.010508
0.575;-0.011001
0.576;-0.011823
0.577;-0.011001
0.578;-0.011988
0.579;-0.01281
0.58;-0.01396
0.581;-0.01396
0.582;-0.012974
0.583;-0.01396
0.584;-0.013467
0.585;-0.013796
0.586;-0.012974
0.587;-0.012645
0.588;-0.012481
0.589;-0.013631
0.59;-0.013631
0.591;-0.014618
0.592;-0.01396
0.593;-0.014453
0.594;-0.014947
0.595;-0.016755
0.596;-0.016755
0.597;-0.017577
0.598;-0.017248
0.599;-0.017248
0.6;-0.016755
0.601;-0.014125
0.602;-0.015933
0.603;-0.014782
0.604;-0.013138
0.605;-0.013796
0.606;-0.014453
0.607;-0.014618
0.608;-0.015769
0.609;-0.016262
0.61;-0.016262
0.611;-0.017577
0.612;-0.017741
0.613;-0.018892
0.614;-0.017577
0.615;-0.017412
0.616;-0.016755
0.617;-0.015111
0.618;-0.015275
0.619;-0.015604
0.62;-0.014289
0.621;-0.013796
0.622;-0.015111
0.623;-0.015111
0.624;-0.016097
0.625;-0.015604
0.626;-0.015604
0.627;-0.016755
0.628;-0.017577
0.629;-0.017412
0.63;-0.017741
0.631;-0.015769
0.632;-0.016919
0.633;-0.017412
0.634;-0.016097
0.635;-0.015275
0.636;-0.014618
0.637;-0.014618
0.638;-0.013796
0.639;-0.014782
0.64;-0.015275
0.641;-0.014289
0.642;-0.015933
0.643;-0.016755
0.644;-0.015769
0.645;-0.017412
0.646;-0.016919
0.647;-0.016919
0.648;-0.015604
0.649;-0.016262
0.65;-0.014618
0.651;-0.01544
0.652;-0.01396
0.653;-0.013796
0.654;-0.012316
0.655;-0.01396
0.656;-0.013796
0.657;-0.014453
0.658;-0.014782
0.659;-0.016097
0.66;-0.01544
0.661;-0.016262
0.662;-0.017084
0.663;-0.017248
0.664;-0.015111
0.665;-0.015111
0.666;-0.015769
0.667;-0.014782
0.668;-0.015275
0.669;-0.013631
0.67;-0.011823
0.671;-0.012645
0.672;-0.011988
0.673;-0.012152
0.674;-0.013631
0.675;-0.01281
0.676;-0.01396
0.677;-0.014453
0.678;-0.015111
0.679;-0.015604
0.68;-0.015933
0.681;-0.013467
0.682;-0.014782
0.683;-0.013631
0.684;-0.012316
0.685;-0.012152
0.686;-0.011001
0.687;-0.011001
0.688;-0.009851
0.689;-0.011166
0.69;-0.012152
0.691;-0.012645
0.692;-0.015275
0.693;-0.012645
0.694;-0.013467
0.695;-0.014125
0.696;-0.014289
0.697;-0.013303
0.698;-0.01396
0.699;-0.012645
0.7;-0.01281
0.701;-0.010673
0.702;-0.011988
