,Experiment name:,Azul_10
Duration:,10 Seconds
Rate:,50 per second
Sensors:,Colorimeter (ID 1  Exp 1)
Range:,Blue Abs
Units:,abs
Time
'7.77156117238e-16,0.56
'0.02,0.56
'0.04,0.56
'0.06,0.56
'0.08,0.56
'0.1,0.56
'0.12,0.56
'0.14,0.56
'0.16,0.56
'0.18,0.56
'0.2,0.56
'0.22,0.56
'0.24,0.56
'0.26,0.56
'0.28,0.56
'0.3,0.56
'0.32,0.56
'0.34,0.56
'0.36,0.56
'0.38,0.56
'0.4,0.56
'0.42,0.56
'0.44,0.56
'0.46,0.56
'0.48,0.56
'0.5,0.56
'0.52,0.56
'0.54,0.56
'0.56,0.56
'0.58,0.56
'0.6,0.56
'0.62,0.56
'0.64,0.56
'0.66,0.56
'0.68,0.56
'0.7,0.56
'0.72,0.56
'0.74,0.56
'0.76,0.56
'0.78,0.56
'0.8,0.56
'0.82,0.56
'0.84,0.56
'0.86,0.56
'0.88,0.56
'0.9,0.56
'0.92,0.56
'0.94,0.56
'0.96,0.56
'0.98,0.56
'1.0,0.56
'1.02,0.56
'1.04,0.56
'1.06,0.56
'1.08,0.56
'1.1,0.56
'1.12,0.56
'1.14,0.56
'1.16,0.56
'1.18,0.56
'1.2,0.56
'1.22,0.56
'1.24,0.56
'1.26,0.56
'1.28,0.56
'1.3,0.56
'1.32,0.56
'1.34,0.56
'1.36,0.56
'1.38,0.56
'1.4,0.56
'1.42,0.56
'1.44,0.56
'1.46,0.56
'1.48,0.56
'1.5,0.56
'1.52,0.56
'1.54,0.56
'1.56,0.56
'1.58,0.56
'1.6,0.56
'1.62,0.56
'1.64,0.56
'1.66,0.56
'1.68,0.56
'1.7,0.56
'1.72,0.56
'1.74,0.56
'1.76,0.56
'1.78,0.56
'1.8,0.56
'1.82,0.56
'1.84,0.56
'1.86,0.56
'1.88,0.56
'1.9,0.56
'1.92,0.56
'1.94,0.56
'1.96,0.56
'1.98,0.56
'2.0,0.56
'2.02,0.56
'2.04,0.56
'2.06,0.56
'2.08,0.56
'2.1,0.56
'2.12,0.56
'2.14,0.56
'2.16,0.56
'2.18,0.56
'2.2,0.56
'2.22,0.56
'2.24,0.56
'2.26,0.56
'2.28,0.56
'2.3,0.56
'2.32,0.56
'2.34,0.56
'2.36,0.56
'2.38,0.56
'2.4,0.56
'2.42,0.56
'2.44,0.56
'2.46,0.56
'2.48,0.56
'2.5,0.56
'2.52,0.56
'2.54,0.56
'2.56,0.56
'2.58,0.56
'2.6,0.56
'2.62,0.56
'2.64,0.56
'2.66,0.56
'2.68,0.56
'2.7,0.56
'2.72,0.56
'2.74,0.56
'2.76,0.56
'2.78,0.56
'2.8,0.56
'2.82,0.56
'2.84,0.56
'2.86,0.56
'2.88,0.56
'2.9,0.56
'2.92,0.56
'2.94,0.56
'2.96,0.56
'2.98,0.56
'3.0,0.56
'3.02,0.56
'3.04,0.56
'3.06,0.56
'3.08,0.56
'3.1,0.56
'3.12,0.56
'3.14,0.56
'3.16,0.56
'3.18,0.56
'3.2,0.56
'3.22,0.56
'3.24,0.56
'3.26,0.56
'3.28,0.56
'3.3,0.56
'3.32,0.56
'3.34,0.56
'3.36,0.56
'3.38,0.56
'3.4,0.56
'3.42,0.56
'3.44,0.56
'3.46,0.56
'3.48,0.56
'3.5,0.56
'3.52,0.56
'3.54,0.56
'3.56,0.56
'3.58,0.56
'3.6,0.56
'3.62,0.56
'3.64,0.56
'3.66,0.56
'3.68,0.56
'3.7,0.56
'3.72,0.56
'3.74,0.56
'3.76,0.56
'3.78,0.56
'3.8,0.56
'3.82,0.56
'3.84,0.56
'3.86,0.56
'3.88,0.56
'3.9,0.56
'3.92,0.56
'3.94,0.56
'3.96,0.56
'3.98,0.56
'4.0,0.56
'4.02,0.56
'4.04,0.56
'4.06,0.56
'4.08,0.56
'4.1,0.56
'4.12,0.56
'4.14,0.56
'4.16,0.56
'4.18,0.56
'4.2,0.56
'4.22,0.56
'4.24,0.56
'4.26,0.56
'4.28,0.56
'4.3,0.56
'4.32,0.56
'4.34,0.56
'4.36,0.56
'4.38,0.56
'4.4,0.56
'4.42,0.56
'4.44,0.56
'4.46,0.56
'4.48,0.56
'4.5,0.56
'4.52,0.56
'4.54,0.56
'4.56,0.56
'4.58,0.56
'4.6,0.56
'4.62,0.56
'4.64,0.56
'4.66,0.56
'4.68,0.56
'4.7,0.56
'4.72,0.56
'4.74,0.56
'4.76,0.56
'4.78,0.56
'4.8,0.56
'4.82,0.56
'4.84,0.56
'4.86,0.56
'4.88,0.56
'4.9,0.56
'4.92,0.56
'4.94,0.56
'4.96,0.56
'4.98,0.56
'5.0,0.56
'5.02,0.56
'5.04,0.56
'5.06,0.56
'5.08,0.56
'5.1,0.56
'5.12,0.56
'5.14,0.56
'5.16,0.56
'5.18,0.56
'5.2,0.56
'5.22,0.56
'5.24,0.56
'5.26,0.56
'5.28,0.56
'5.3,0.56
'5.32,0.56
'5.34,0.56
'5.36,0.56
'5.38,0.56
'5.4,0.56
'5.42,0.56
'5.44,0.56
'5.46,0.56
'5.48,0.56
'5.5,0.56
'5.52,0.56
'5.54,0.56
'5.56,0.56
'5.58,0.56
'5.6,0.56
'5.62,0.56
'5.64,0.56
'5.66,0.56
'5.68,0.56
'5.7,0.56
'5.72,0.56
'5.74,0.56
'5.76,0.56
'5.78,0.56
'5.8,0.56
'5.82,0.56
'5.84,0.56
'5.86,0.56
'5.88,0.56
'5.9,0.56
'5.92,0.56
'5.94,0.56
'5.96,0.56
'5.98,0.56
'6.0,0.56
'6.02,0.56
'6.04,0.56
'6.06,0.56
'6.08,0.56
'6.1,0.56
'6.12,0.56
'6.14,0.56
'6.16,0.56
'6.18,0.56
'6.2,0.56
'6.22,0.56
'6.24,0.56
'6.26,0.56
'6.28,0.56
'6.3,0.56
'6.32,0.56
'6.34,0.56
'6.36,0.56
'6.38,0.56
'6.4,0.56
'6.42,0.56
'6.44,0.56
'6.46,0.56
'6.48,0.56
'6.5,0.56
'6.52,0.56
'6.54,0.56
'6.56,0.56
'6.58,0.56
'6.6,0.56
'6.62,0.56
'6.64,0.56
'6.66,0.56
'6.68,0.56
'6.7,0.56
'6.72,0.56
'6.74,0.56
'6.76,0.56
'6.78,0.56
'6.8,0.56
'6.82,0.56
'6.84,0.56
'6.86,0.56
'6.88,0.56
